"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","ULC","EMP","PC_CHGPP","Q","1951-Q2",6.575454,
"FRA","ULC","EMP","PC_CHGPP","Q","1951-Q3",6.480196,
"FRA","ULC","EMP","PC_CHGPP","Q","1951-Q4",5.935376,
"FRA","ULC","EMP","PC_CHGPP","Q","1952-Q1",2.672098,
"FRA","ULC","EMP","PC_CHGPP","Q","1952-Q2",3.243092,
"FRA","ULC","EMP","PC_CHGPP","Q","1952-Q3",0.4380148,
"FRA","ULC","EMP","PC_CHGPP","Q","1952-Q4",0.5857474,
"FRA","ULC","EMP","PC_CHGPP","Q","1953-Q1",-1.079866,
"FRA","ULC","EMP","PC_CHGPP","Q","1953-Q2",-0.7593917,
"FRA","ULC","EMP","PC_CHGPP","Q","1953-Q3",0.4590037,
"FRA","ULC","EMP","PC_CHGPP","Q","1953-Q4",-0.01160984,
"FRA","ULC","EMP","PC_CHGPP","Q","1954-Q1",0.9789397,
"FRA","ULC","EMP","PC_CHGPP","Q","1954-Q2",0.4983048,
"FRA","ULC","EMP","PC_CHGPP","Q","1954-Q3",-0.3888887,
"FRA","ULC","EMP","PC_CHGPP","Q","1954-Q4",0.6137251,
"FRA","ULC","EMP","PC_CHGPP","Q","1955-Q1",-0.04834844,
"FRA","ULC","EMP","PC_CHGPP","Q","1955-Q2",0.3084494,
"FRA","ULC","EMP","PC_CHGPP","Q","1955-Q3",1.09126,
"FRA","ULC","EMP","PC_CHGPP","Q","1955-Q4",1.868293,
"FRA","ULC","EMP","PC_CHGPP","Q","1956-Q1",2.324694,
"FRA","ULC","EMP","PC_CHGPP","Q","1956-Q2",1.078301,
"FRA","ULC","EMP","PC_CHGPP","Q","1956-Q3",1.188316,
"FRA","ULC","EMP","PC_CHGPP","Q","1956-Q4",0.6948739,
"FRA","ULC","EMP","PC_CHGPP","Q","1957-Q1",0.0832113,
"FRA","ULC","EMP","PC_CHGPP","Q","1957-Q2",1.658807,
"FRA","ULC","EMP","PC_CHGPP","Q","1957-Q3",1.255049,
"FRA","ULC","EMP","PC_CHGPP","Q","1957-Q4",3.184322,
"FRA","ULC","EMP","PC_CHGPP","Q","1958-Q1",2.453441,
"FRA","ULC","EMP","PC_CHGPP","Q","1958-Q2",2.827476,
"FRA","ULC","EMP","PC_CHGPP","Q","1958-Q3",2.64846,
"FRA","ULC","EMP","PC_CHGPP","Q","1958-Q4",1.645657,
"FRA","ULC","EMP","PC_CHGPP","Q","1959-Q1",2.089651,
"FRA","ULC","EMP","PC_CHGPP","Q","1959-Q2",1.323615,
"FRA","ULC","EMP","PC_CHGPP","Q","1959-Q3",0.9331478,
"FRA","ULC","EMP","PC_CHGPP","Q","1959-Q4",-0.5698864,
"FRA","ULC","EMP","PC_CHGPP","Q","1960-Q1",-0.3716183,
"FRA","ULC","EMP","PC_CHGPP","Q","1960-Q2",-0.600053,
"FRA","ULC","EMP","PC_CHGPP","Q","1960-Q3",0.5847463,
"FRA","ULC","EMP","PC_CHGPP","Q","1960-Q4",1.565643,
"FRA","ULC","EMP","PC_CHGPP","Q","1961-Q1",1.026912,
"FRA","ULC","EMP","PC_CHGPP","Q","1961-Q2",2.199667,
"FRA","ULC","EMP","PC_CHGPP","Q","1961-Q3",1.864906,
"FRA","ULC","EMP","PC_CHGPP","Q","1961-Q4",1.12455,
"FRA","ULC","EMP","PC_CHGPP","Q","1962-Q1",0.9510288,
"FRA","ULC","EMP","PC_CHGPP","Q","1962-Q2",1.171462,
"FRA","ULC","EMP","PC_CHGPP","Q","1962-Q3",0.8671751,
"FRA","ULC","EMP","PC_CHGPP","Q","1962-Q4",2.013679,
"FRA","ULC","EMP","PC_CHGPP","Q","1963-Q1",4.274917,
"FRA","ULC","EMP","PC_CHGPP","Q","1963-Q2",-0.6624093,
"FRA","ULC","EMP","PC_CHGPP","Q","1963-Q3",-0.6177753,
"FRA","ULC","EMP","PC_CHGPP","Q","1963-Q4",2.616466,
"FRA","ULC","EMP","PC_CHGPP","Q","1964-Q1",0.544956,
"FRA","ULC","EMP","PC_CHGPP","Q","1964-Q2",1.004292,
"FRA","ULC","EMP","PC_CHGPP","Q","1964-Q3",0.9499372,
"FRA","ULC","EMP","PC_CHGPP","Q","1964-Q4",0.6699815,
"FRA","ULC","EMP","PC_CHGPP","Q","1965-Q1",0.9196802,
"FRA","ULC","EMP","PC_CHGPP","Q","1965-Q2",-0.05963453,
"FRA","ULC","EMP","PC_CHGPP","Q","1965-Q3",0.1549262,
"FRA","ULC","EMP","PC_CHGPP","Q","1965-Q4",0.08738942,
"FRA","ULC","EMP","PC_CHGPP","Q","1966-Q1",0.683215,
"FRA","ULC","EMP","PC_CHGPP","Q","1966-Q2",0.2882904,
"FRA","ULC","EMP","PC_CHGPP","Q","1966-Q3",0.4622169,
"FRA","ULC","EMP","PC_CHGPP","Q","1966-Q4",1.254983,
"FRA","ULC","EMP","PC_CHGPP","Q","1967-Q1",0.6887113,
"FRA","ULC","EMP","PC_CHGPP","Q","1967-Q2",0.1295563,
"FRA","ULC","EMP","PC_CHGPP","Q","1967-Q3",0.3884034,
"FRA","ULC","EMP","PC_CHGPP","Q","1967-Q4",0.4091245,
"FRA","ULC","EMP","PC_CHGPP","Q","1968-Q1",0.2014791,
"FRA","ULC","EMP","PC_CHGPP","Q","1968-Q2",6.438162,
"FRA","ULC","EMP","PC_CHGPP","Q","1968-Q3",2.030822,
"FRA","ULC","EMP","PC_CHGPP","Q","1968-Q4",0.9637961,
"FRA","ULC","EMP","PC_CHGPP","Q","1969-Q1",0.8364183,
"FRA","ULC","EMP","PC_CHGPP","Q","1969-Q2",0.3380117,
"FRA","ULC","EMP","PC_CHGPP","Q","1969-Q3",1.010766,
"FRA","ULC","EMP","PC_CHGPP","Q","1969-Q4",1.710136,
"FRA","ULC","EMP","PC_CHGPP","Q","1970-Q1",1.732424,
"FRA","ULC","EMP","PC_CHGPP","Q","1970-Q2",1.21039,
"FRA","ULC","EMP","PC_CHGPP","Q","1970-Q3",1.286782,
"FRA","ULC","EMP","PC_CHGPP","Q","1970-Q4",1.977126,
"FRA","ULC","EMP","PC_CHGPP","Q","1971-Q1",1.485168,
"FRA","ULC","EMP","PC_CHGPP","Q","1971-Q2",1.256065,
"FRA","ULC","EMP","PC_CHGPP","Q","1971-Q3",1.430466,
"FRA","ULC","EMP","PC_CHGPP","Q","1971-Q4",1.860662,
"FRA","ULC","EMP","PC_CHGPP","Q","1972-Q1",0.8139957,
"FRA","ULC","EMP","PC_CHGPP","Q","1972-Q2",1.948638,
"FRA","ULC","EMP","PC_CHGPP","Q","1972-Q3",1.231108,
"FRA","ULC","EMP","PC_CHGPP","Q","1972-Q4",1.774946,
"FRA","ULC","EMP","PC_CHGPP","Q","1973-Q1",1.75826,
"FRA","ULC","EMP","PC_CHGPP","Q","1973-Q2",1.557465,
"FRA","ULC","EMP","PC_CHGPP","Q","1973-Q3",2.137342,
"FRA","ULC","EMP","PC_CHGPP","Q","1973-Q4",2.726027,
"FRA","ULC","EMP","PC_CHGPP","Q","1974-Q1",2.928313,
"FRA","ULC","EMP","PC_CHGPP","Q","1974-Q2",5.148568,
"FRA","ULC","EMP","PC_CHGPP","Q","1974-Q3",3.207307,
"FRA","ULC","EMP","PC_CHGPP","Q","1974-Q4",5.01703,
"FRA","ULC","EMP","PC_CHGPP","Q","1975-Q1",5.522963,
"FRA","ULC","EMP","PC_CHGPP","Q","1975-Q2",4.543954,
"FRA","ULC","EMP","PC_CHGPP","Q","1975-Q3",3.560498,
"FRA","ULC","EMP","PC_CHGPP","Q","1975-Q4",1.135397,
"FRA","ULC","EMP","PC_CHGPP","Q","1976-Q1",2.735169,
"FRA","ULC","EMP","PC_CHGPP","Q","1976-Q2",2.599832,
"FRA","ULC","EMP","PC_CHGPP","Q","1976-Q3",2.737551,
"FRA","ULC","EMP","PC_CHGPP","Q","1976-Q4",2.695459,
"FRA","ULC","EMP","PC_CHGPP","Q","1977-Q1",1.814824,
"FRA","ULC","EMP","PC_CHGPP","Q","1977-Q2",2.309814,
"FRA","ULC","EMP","PC_CHGPP","Q","1977-Q3",1.783791,
"FRA","ULC","EMP","PC_CHGPP","Q","1977-Q4",2.398766,
"FRA","ULC","EMP","PC_CHGPP","Q","1978-Q1",1.67724,
"FRA","ULC","EMP","PC_CHGPP","Q","1978-Q2",2.004104,
"FRA","ULC","EMP","PC_CHGPP","Q","1978-Q3",2.403379,
"FRA","ULC","EMP","PC_CHGPP","Q","1978-Q4",2.063763,
"FRA","ULC","EMP","PC_CHGPP","Q","1979-Q1",1.846676,
"FRA","ULC","EMP","PC_CHGPP","Q","1979-Q2",2.79294,
"FRA","ULC","EMP","PC_CHGPP","Q","1979-Q3",2.112297,
"FRA","ULC","EMP","PC_CHGPP","Q","1979-Q4",3.263778,
"FRA","ULC","EMP","PC_CHGPP","Q","1980-Q1",-1.189461,
"FRA","ULC","EMP","PC_CHGPP","Q","1980-Q2",4.187751,
"FRA","ULC","EMP","PC_CHGPP","Q","1980-Q3",3.20674,
"FRA","ULC","EMP","PC_CHGPP","Q","1980-Q4",3.022203,
"FRA","ULC","EMP","PC_CHGPP","Q","1981-Q1",2.381234,
"FRA","ULC","EMP","PC_CHGPP","Q","1981-Q2",2.647798,
"FRA","ULC","EMP","PC_CHGPP","Q","1981-Q3",2.717804,
"FRA","ULC","EMP","PC_CHGPP","Q","1981-Q4",3.54174,
"FRA","ULC","EMP","PC_CHGPP","Q","1982-Q1",3.390033,
"FRA","ULC","EMP","PC_CHGPP","Q","1982-Q2",2.178005,
"FRA","ULC","EMP","PC_CHGPP","Q","1982-Q3",2.10639,
"FRA","ULC","EMP","PC_CHGPP","Q","1982-Q4",1.499871,
"FRA","ULC","EMP","PC_CHGPP","Q","1983-Q1",2.254455,
"FRA","ULC","EMP","PC_CHGPP","Q","1983-Q2",2.0056,
"FRA","ULC","EMP","PC_CHGPP","Q","1983-Q3",2.266215,
"FRA","ULC","EMP","PC_CHGPP","Q","1983-Q4",1.599914,
"FRA","ULC","EMP","PC_CHGPP","Q","1984-Q1",0.9730878,
"FRA","ULC","EMP","PC_CHGPP","Q","1984-Q2",1.526636,
"FRA","ULC","EMP","PC_CHGPP","Q","1984-Q3",-0.07431147,
"FRA","ULC","EMP","PC_CHGPP","Q","1984-Q4",1.53199,
"FRA","ULC","EMP","PC_CHGPP","Q","1985-Q1",1.140598,
"FRA","ULC","EMP","PC_CHGPP","Q","1985-Q2",0.6858007,
"FRA","ULC","EMP","PC_CHGPP","Q","1985-Q3",0.6162237,
"FRA","ULC","EMP","PC_CHGPP","Q","1985-Q4",1.05946,
"FRA","ULC","EMP","PC_CHGPP","Q","1986-Q1",0.6215898,
"FRA","ULC","EMP","PC_CHGPP","Q","1986-Q2",0.5969207,
"FRA","ULC","EMP","PC_CHGPP","Q","1986-Q3",-0.1651367,
"FRA","ULC","EMP","PC_CHGPP","Q","1986-Q4",0.2353752,
"FRA","ULC","EMP","PC_CHGPP","Q","1987-Q1",1.297577,
"FRA","ULC","EMP","PC_CHGPP","Q","1987-Q2",-0.4432445,
"FRA","ULC","EMP","PC_CHGPP","Q","1987-Q3",0.4988117,
"FRA","ULC","EMP","PC_CHGPP","Q","1987-Q4",-0.3519189,
"FRA","ULC","EMP","PC_CHGPP","Q","1988-Q1",0.3773704,
"FRA","ULC","EMP","PC_CHGPP","Q","1988-Q2",0.3621975,
"FRA","ULC","EMP","PC_CHGPP","Q","1988-Q3",0.08832873,
"FRA","ULC","EMP","PC_CHGPP","Q","1988-Q4",0.3450521,
"FRA","ULC","EMP","PC_CHGPP","Q","1989-Q1",0.1757632,
"FRA","ULC","EMP","PC_CHGPP","Q","1989-Q2",0.8494477,
"FRA","ULC","EMP","PC_CHGPP","Q","1989-Q3",-0.04020266,
"FRA","ULC","EMP","PC_CHGPP","Q","1989-Q4",0.6859131,
"FRA","ULC","EMP","PC_CHGPP","Q","1990-Q1",1.191372,
"FRA","ULC","EMP","PC_CHGPP","Q","1990-Q2",0.8264554,
"FRA","ULC","EMP","PC_CHGPP","Q","1990-Q3",0.782765,
"FRA","ULC","EMP","PC_CHGPP","Q","1990-Q4",0.6899474,
"FRA","ULC","EMP","PC_CHGPP","Q","1991-Q1",0.7462248,
"FRA","ULC","EMP","PC_CHGPP","Q","1991-Q2",0.7477199,
"FRA","ULC","EMP","PC_CHGPP","Q","1991-Q3",0.2854776,
"FRA","ULC","EMP","PC_CHGPP","Q","1991-Q4",0.8582198,
"FRA","ULC","EMP","PC_CHGPP","Q","1992-Q1",0.08930242,
"FRA","ULC","EMP","PC_CHGPP","Q","1992-Q2",0.1175956,
"FRA","ULC","EMP","PC_CHGPP","Q","1992-Q3",0.8566816,
"FRA","ULC","EMP","PC_CHGPP","Q","1992-Q4",0.7057516,
"FRA","ULC","EMP","PC_CHGPP","Q","1993-Q1",0.8916577,
"FRA","ULC","EMP","PC_CHGPP","Q","1993-Q2",-0.06606934,
"FRA","ULC","EMP","PC_CHGPP","Q","1993-Q3",-0.2295542,
"FRA","ULC","EMP","PC_CHGPP","Q","1993-Q4",0.1484734,
"FRA","ULC","EMP","PC_CHGPP","Q","1994-Q1",-0.4295645,
"FRA","ULC","EMP","PC_CHGPP","Q","1994-Q2",-0.7226033,
"FRA","ULC","EMP","PC_CHGPP","Q","1994-Q3",0.1738791,
"FRA","ULC","EMP","PC_CHGPP","Q","1994-Q4",0.3468073,
"FRA","ULC","EMP","PC_CHGPP","Q","1995-Q1",0.02930674,
"FRA","ULC","EMP","PC_CHGPP","Q","1995-Q2",0.4604885,
"FRA","ULC","EMP","PC_CHGPP","Q","1995-Q3",0.402945,
"FRA","ULC","EMP","PC_CHGPP","Q","1995-Q4",0.2550153,
"FRA","ULC","EMP","PC_CHGPP","Q","1996-Q1",0.203576,
"FRA","ULC","EMP","PC_CHGPP","Q","1996-Q2",0.3342358,
"FRA","ULC","EMP","PC_CHGPP","Q","1996-Q3",-0.06803767,
"FRA","ULC","EMP","PC_CHGPP","Q","1996-Q4",0.03087717,
"FRA","ULC","EMP","PC_CHGPP","Q","1997-Q1",0.4567322,
"FRA","ULC","EMP","PC_CHGPP","Q","1997-Q2",-0.4219217,
"FRA","ULC","EMP","PC_CHGPP","Q","1997-Q3",-0.2455337,
"FRA","ULC","EMP","PC_CHGPP","Q","1997-Q4",-0.6086495,
"FRA","ULC","EMP","PC_CHGPP","Q","1998-Q1",0.2345461,
"FRA","ULC","EMP","PC_CHGPP","Q","1998-Q2",-0.002434367,
"FRA","ULC","EMP","PC_CHGPP","Q","1998-Q3",0.4249505,
"FRA","ULC","EMP","PC_CHGPP","Q","1998-Q4",-0.01765245,
"FRA","ULC","EMP","PC_CHGPP","Q","1999-Q1",0.5323377,
"FRA","ULC","EMP","PC_CHGPP","Q","1999-Q2",0.2692766,
"FRA","ULC","EMP","PC_CHGPP","Q","1999-Q3",0.01479902,
"FRA","ULC","EMP","PC_CHGPP","Q","1999-Q4",0.02090812,
"FRA","ULC","EMP","PC_CHGPP","Q","2000-Q1",0.2794999,
"FRA","ULC","EMP","PC_CHGPP","Q","2000-Q2",0.2010531,
"FRA","ULC","EMP","PC_CHGPP","Q","2000-Q3",0.7457187,
"FRA","ULC","EMP","PC_CHGPP","Q","2000-Q4",0.5705183,
"FRA","ULC","EMP","PC_CHGPP","Q","2001-Q1",-0.2180057,
"FRA","ULC","EMP","PC_CHGPP","Q","2001-Q2",1.297945,
"FRA","ULC","EMP","PC_CHGPP","Q","2001-Q3",0.6393542,
"FRA","ULC","EMP","PC_CHGPP","Q","2001-Q4",0.9719632,
"FRA","ULC","EMP","PC_CHGPP","Q","2002-Q1",0.6761664,
"FRA","ULC","EMP","PC_CHGPP","Q","2002-Q2",0.632896,
"FRA","ULC","EMP","PC_CHGPP","Q","2002-Q3",0.3559262,
"FRA","ULC","EMP","PC_CHGPP","Q","2002-Q4",0.6407622,
"FRA","ULC","EMP","PC_CHGPP","Q","2003-Q1",0.4269278,
"FRA","ULC","EMP","PC_CHGPP","Q","2003-Q2",0.9422533,
"FRA","ULC","EMP","PC_CHGPP","Q","2003-Q3",0.2503786,
"FRA","ULC","EMP","PC_CHGPP","Q","2003-Q4",-0.110839,
"FRA","ULC","EMP","PC_CHGPP","Q","2004-Q1",0.3324106,
"FRA","ULC","EMP","PC_CHGPP","Q","2004-Q2",0.100099,
"FRA","ULC","EMP","PC_CHGPP","Q","2004-Q3",0.3761342,
"FRA","ULC","EMP","PC_CHGPP","Q","2004-Q4",0.2319781,
"FRA","ULC","EMP","PC_CHGPP","Q","2005-Q1",0.5241817,
"FRA","ULC","EMP","PC_CHGPP","Q","2005-Q2",0.8311974,
"FRA","ULC","EMP","PC_CHGPP","Q","2005-Q3",0.6608871,
"FRA","ULC","EMP","PC_CHGPP","Q","2005-Q4",0.5286394,
"FRA","ULC","EMP","PC_CHGPP","Q","2006-Q1",-0.00519396,
"FRA","ULC","EMP","PC_CHGPP","Q","2006-Q2",-0.08786833,
"FRA","ULC","EMP","PC_CHGPP","Q","2006-Q3",1.222456,
"FRA","ULC","EMP","PC_CHGPP","Q","2006-Q4",0.6913464,
"FRA","ULC","EMP","PC_CHGPP","Q","2007-Q1",-0.03692313,
"FRA","ULC","EMP","PC_CHGPP","Q","2007-Q2",0.03011739,
"FRA","ULC","EMP","PC_CHGPP","Q","2007-Q3",0.4565265,
"FRA","ULC","EMP","PC_CHGPP","Q","2007-Q4",0.8099618,
"FRA","ULC","EMP","PC_CHGPP","Q","2008-Q1",0.6631922,
"FRA","ULC","EMP","PC_CHGPP","Q","2008-Q2",0.925377,
"FRA","ULC","EMP","PC_CHGPP","Q","2008-Q3",0.9083833,
"FRA","ULC","EMP","PC_CHGPP","Q","2008-Q4",1.249685,
"FRA","ULC","EMP","PC_CHGPP","Q","2009-Q1",1.232114,
"FRA","ULC","EMP","PC_CHGPP","Q","2009-Q2",0.1556025,
"FRA","ULC","EMP","PC_CHGPP","Q","2009-Q3",0.487837,
"FRA","ULC","EMP","PC_CHGPP","Q","2009-Q4",0.2798584,
"FRA","ULC","EMP","PC_CHGPP","Q","2010-Q1",0.3776724,
"FRA","ULC","EMP","PC_CHGPP","Q","2010-Q2",0.2475322,
"FRA","ULC","EMP","PC_CHGPP","Q","2010-Q3",0.06517335,
"FRA","ULC","EMP","PC_CHGPP","Q","2010-Q4",0.002311385,
"FRA","ULC","EMP","PC_CHGPP","Q","2011-Q1",-0.01112004,
"FRA","ULC","EMP","PC_CHGPP","Q","2011-Q2",0.6264803,
"FRA","ULC","EMP","PC_CHGPP","Q","2011-Q3",0.281674,
"FRA","ULC","EMP","PC_CHGPP","Q","2011-Q4",0.546912,
"FRA","ULC","EMP","PC_CHGPP","Q","2012-Q1",0.5617025,
"FRA","ULC","EMP","PC_CHGPP","Q","2012-Q2",0.6929792,
"FRA","ULC","EMP","PC_CHGPP","Q","2012-Q3",0.3971599,
"FRA","ULC","EMP","PC_CHGPP","Q","2012-Q4",0.5938199,
"FRA","ULC","EMP","PC_CHGPP","Q","2013-Q1",0.3083284,
"FRA","ULC","EMP","PC_CHGPP","Q","2013-Q2",-0.003532947,
"FRA","ULC","EMP","PC_CHGPP","Q","2013-Q3",0.5481393,
"FRA","ULC","EMP","PC_CHGPP","Q","2013-Q4",-0.07249801,
"FRA","ULC","EMP","PC_CHGPP","Q","2014-Q1",0.3341838,
"FRA","ULC","EMP","PC_CHGPP","Q","2014-Q2",0.2681644,
"FRA","ULC","EMP","PC_CHGPP","Q","2014-Q3",-0.1584263,
"FRA","ULC","EMP","PC_CHGPP","Q","2014-Q4",0.1639795,
"FRA","ULC","EMP","PC_CHGPP","Q","2015-Q1",-0.2975037,
"FRA","ULC","EMP","PC_CHGPP","Q","2015-Q2",0.4576025,
"FRA","ULC","EMP","PC_CHGPP","Q","2015-Q3",0.04109407,
"FRA","ULC","EMP","PC_CHGPP","Q","2015-Q4",0.2709073,
"FRA","ULC","EMP","PC_CHGPP","Q","2016-Q1",-0.06743544,
"FRA","ULC","EMP","PC_CHGPP","Q","2016-Q2",0.4365067,
"FRA","ULC","EMP","PC_CHGPP","Q","2016-Q3",0.3714979,
"FRA","ULC","EMP","PC_CHGPP","Q","2016-Q4",-0.003314557,
"FRA","ULC","EMP","PC_CHGPP","Q","2017-Q1",0.1637204,
"FRA","ULC","EMP","PC_CHGPP","Q","2017-Q2",-0.01840415,
"FRA","ULC","EMP","PC_CHGPP","Q","2017-Q3",0.03396045,
"FRA","ULC","EMP","PC_CHGPP","Q","2017-Q4",0.1313251,
"FRA","ULC","EMP","PC_CHGPP","Q","2018-Q1",0.549522,
"FRA","ULC","EMP","PC_CHGPP","Q","2018-Q2",0.6084666,
"FRA","ULC","EMP","PC_CHGPP","Q","2018-Q3",0.212104,
"FRA","ULC","EMP","PC_CHGPP","Q","2018-Q4",0.01371067,
"FRA","ULC","EMP","PC_CHGPP","Q","2019-Q1",-0.8153617,
"FRA","ULC","EMP","PC_CHGPP","Q","2019-Q2",-0.08683769,
"FRA","ULC","EMP","PC_CHGPP","Q","2019-Q3",0.1940912,
"FRA","ULC","EMP","PC_CHGPP","Q","2019-Q4",0.2951593,
"FRA","ULC","EMP","IDX2010","A","1949",5.890214,
"FRA","ULC","EMP","IDX2010","A","1950",6.032259,
"FRA","ULC","EMP","IDX2010","A","1951",7.192135,
"FRA","ULC","EMP","IDX2010","A","1952",8.291828,
"FRA","ULC","EMP","IDX2010","A","1953",8.292673,
"FRA","ULC","EMP","IDX2010","A","1954",8.404111,
"FRA","ULC","EMP","IDX2010","A","1955",8.538297,
"FRA","ULC","EMP","IDX2010","A","1956",9.05472,
"FRA","ULC","EMP","IDX2010","A","1957",9.435624,
"FRA","ULC","EMP","IDX2010","A","1958",10.38916,
"FRA","ULC","EMP","IDX2010","A","1959",11.09487,
"FRA","ULC","EMP","IDX2010","A","1960",11.11936,
"FRA","ULC","EMP","IDX2010","A","1961",11.7104,
"FRA","ULC","EMP","IDX2010","A","1962",12.31678,
"FRA","ULC","EMP","IDX2010","A","1963",13.10923,
"FRA","ULC","EMP","IDX2010","A","1964",13.56179,
"FRA","ULC","EMP","IDX2010","A","1965",13.86186,
"FRA","ULC","EMP","IDX2010","A","1966",14.08122,
"FRA","ULC","EMP","IDX2010","A","1967",14.411,
"FRA","ULC","EMP","IDX2010","A","1968",15.41288,
"FRA","ULC","EMP","IDX2010","A","1969",16.24217,
"FRA","ULC","EMP","IDX2010","A","1970",17.18011,
"FRA","ULC","EMP","IDX2010","A","1971",18.24074,
"FRA","ULC","EMP","IDX2010","A","1972",19.31387,
"FRA","ULC","EMP","IDX2010","A","1973",20.72632,
"FRA","ULC","EMP","IDX2010","A","1974",23.60356,
"FRA","ULC","EMP","IDX2010","A","1975",28.03184,
"FRA","ULC","EMP","IDX2010","A","1976",31.08156,
"FRA","ULC","EMP","IDX2010","A","1977",33.99457,
"FRA","ULC","EMP","IDX2010","A","1978",36.85677,
"FRA","ULC","EMP","IDX2010","A","1979",40.31715,
"FRA","ULC","EMP","IDX2010","A","1980",43.83864,
"FRA","ULC","EMP","IDX2010","A","1981",49.10382,
"FRA","ULC","EMP","IDX2010","A","1982",54.78013,
"FRA","ULC","EMP","IDX2010","A","1983",59.30371,
"FRA","ULC","EMP","IDX2010","A","1984",62.49168,
"FRA","ULC","EMP","IDX2010","A","1985",64.84557,
"FRA","ULC","EMP","IDX2010","A","1986",66.35909,
"FRA","ULC","EMP","IDX2010","A","1987",67.26711,
"FRA","ULC","EMP","IDX2010","A","1988",67.70684,
"FRA","ULC","EMP","IDX2010","A","1989",68.63028,
"FRA","ULC","EMP","IDX2010","A","1990",70.76968,
"FRA","ULC","EMP","IDX2010","A","1991",72.75613,
"FRA","ULC","EMP","IDX2010","A","1992",74.04018,
"FRA","ULC","EMP","IDX2010","A","1993",75.34082,
"FRA","ULC","EMP","IDX2010","A","1994",74.72495,
"FRA","ULC","EMP","IDX2010","A","1995",75.32839,
"FRA","ULC","EMP","IDX2010","A","1996",76.03484,
"FRA","ULC","EMP","IDX2010","A","1997",75.98663,
"FRA","ULC","EMP","IDX2010","A","1998",75.79894,
"FRA","ULC","EMP","IDX2010","A","1999",76.51732,
"FRA","ULC","EMP","IDX2010","A","2000",77.31377,
"FRA","ULC","EMP","IDX2010","A","2001",79.00309,
"FRA","ULC","EMP","IDX2010","A","2002",81.28472,
"FRA","ULC","EMP","IDX2010","A","2003",82.96037,
"FRA","ULC","EMP","IDX2010","A","2004",83.73396,
"FRA","ULC","EMP","IDX2010","A","2005",85.42014,
"FRA","ULC","EMP","IDX2010","A","2006",86.83321,
"FRA","ULC","EMP","IDX2010","A","2007",88.15922,
"FRA","ULC","EMP","IDX2010","A","2008",90.80758,
"FRA","ULC","EMP","IDX2010","A","2009",93.81905,
"FRA","ULC","EMP","IDX2010","A","2010",94.84418,
"FRA","ULC","EMP","IDX2010","A","2011",95.63625,
"FRA","ULC","EMP","IDX2010","A","2012",97.69575,
"FRA","ULC","EMP","IDX2010","A","2013",99.0471,
"FRA","ULC","EMP","IDX2010","A","2014",99.75677,
"FRA","ULC","EMP","IDX2010","A","2015",100,
"FRA","ULC","EMP","IDX2010","A","2016",100.7846,
"FRA","ULC","EMP","IDX2010","A","2017",101.2805,
"FRA","ULC","EMP","IDX2010","A","2018",102.5275,
"FRA","ULC","EMP","IDX2010","A","2019",102.0715,
"GRC","ULC","HRWKD","PC_CHGPP","A","1996",5.704646,
"GRC","ULC","HRWKD","PC_CHGPP","A","1997",8.458621,
"GRC","ULC","HRWKD","PC_CHGPP","A","1998",6.344879,
"GRC","ULC","HRWKD","PC_CHGPP","A","1999",2.981818,
"GRC","ULC","HRWKD","PC_CHGPP","A","2000",1.793139,
"GRC","ULC","HRWKD","PC_CHGPP","A","2001",1.658013,
"GRC","ULC","HRWKD","PC_CHGPP","A","2002",9.025323,
"GRC","ULC","HRWKD","PC_CHGPP","A","2003",3.094584,
"GRC","ULC","HRWKD","PC_CHGPP","A","2004",1.893847,
"GRC","ULC","HRWKD","PC_CHGPP","A","2005",6.124092,
"GRC","ULC","HRWKD","PC_CHGPP","A","2006",-0.582025,
"GRC","ULC","HRWKD","PC_CHGPP","A","2007",1.781548,
"GRC","ULC","HRWKD","PC_CHGPP","A","2008",5.396895,
"GRC","ULC","HRWKD","PC_CHGPP","A","2009",6.684967,
"GRC","ULC","HRWKD","PC_CHGPP","A","2010",2.505722,
"GRC","ULC","HRWKD","PC_CHGPP","A","2011",-0.261838,
"GRC","ULC","HRWKD","PC_CHGPP","A","2012",-1.403535,
"GRC","ULC","HRWKD","PC_CHGPP","A","2013",-6.252497,
"GRC","ULC","HRWKD","PC_CHGPP","A","2014",-2.160773,
"GRC","ULC","HRWKD","PC_CHGPP","A","2015",-0.348748,
"GRC","ULC","HRWKD","PC_CHGPP","A","2016",-0.95009,
"GRC","ULC","HRWKD","PC_CHGPP","A","2017",1.073008,
"GRC","ULC","HRWKD","PC_CHGPP","A","2018",1.054402,
"GRC","ULC","HRWKD","PC_CHGPP","A","2019",1.668149,
"IRL","ULC","EMP","PC_CHGPP","A","1996",0.5034298,
"IRL","ULC","EMP","PC_CHGPP","A","1997",0.3992152,
"IRL","ULC","EMP","PC_CHGPP","A","1998",6.027207,
"IRL","ULC","EMP","PC_CHGPP","A","1999",1.17487,
"IRL","ULC","EMP","PC_CHGPP","A","2000",3.022516,
"IRL","ULC","EMP","PC_CHGPP","A","2001",5.791986,
"IRL","ULC","EMP","PC_CHGPP","A","2002",0.7433615,
"IRL","ULC","EMP","PC_CHGPP","A","2003",5.325346,
"IRL","ULC","EMP","PC_CHGPP","A","2004",1.815711,
